filename,phoneme,start,end,duration,jitter,shimmer,hnr
Aardema_maiden_t.wav,ʊ,90.86,90.91,50.0,,,
Aardema_maiden_t.wav,a,91.19,91.25,60.0,,,
Aardema_maiden_t.wav,iː,91.37,91.43,60.0,,,
Aardema_maiden_t.wav,uː,91.55,91.63,80.0,,,7.042
Aardema_maiden_t.wav,ɔ,91.73,91.82,90.0,,,11.015
Aardema_maiden_t.wav,y,91.96,92.02,60.0,,,
Aardema_maiden_t.wav,ə,92.14,92.2,60.0,,,
Aardema_maiden_t.wav,ɔ,93.97,94.01,40.0,,,
Aardema_maiden_t.wav,ɪ,94.05,94.1,50.0,,,
Aardema_maiden_t.wav,iː,94.17,94.24,70.0,,,
Aardema_maiden_t.wav,ɛ,94.3,94.35,50.0,,,
Aardema_maiden_t.wav,ɪ,94.48,94.53,50.0,,,
Aardema_maiden_t.wav,a,94.59,94.67,80.0,,,0.697
Aardema_maiden_t.wav,a,94.74,94.8,60.0,,,
Aardema_maiden_t.wav,a,94.95,94.99,40.0,,,
Aardema_maiden_t.wav,a,95.1,95.15,50.0,,,
Aardema_maiden_t.wav,i,95.22,95.27,50.0,,,
Aardema_maiden_t.wav,a,95.33,95.42,90.0,,,2.861
Aardema_maiden_t.wav,ə,95.57,95.64,70.0,,,
Aardema_maiden_t.wav,ɪ,95.64,95.72,80.0,,,1.808
Aardema_maiden_t.wav,ʊ,95.8,95.84,40.0,,,
Aardema_maiden_t.wav,aː,95.96,96.04,80.0,,,9.023
Aardema_maiden_t.wav,iː,96.14,96.22,80.0,,,-0.555
Aardema_maiden_t.wav,oː,96.28,96.36,80.0,,,1.851
Aardema_maiden_t.wav,iː,96.45,96.53,80.0,,,4.491
Aardema_maiden_t.wav,ɪ,96.59,96.7,110.0,,,9.041
Aardema_maiden_t.wav,iː,97.91,97.97,60.0,,,
Aardema_maiden_t.wav,y,98.04,98.1,60.0,,,
Aardema_maiden_t.wav,ɪ,98.21,98.29,80.0,,,7.366
Aardema_maiden_t.wav,ɛ,98.29,98.38,90.0,,,2.523
Aardema_maiden_t.wav,ɛ,98.5,98.58,80.0,,,5.191
Aardema_maiden_t.wav,œ,98.72,98.8,80.0,,,-1.843
Aardema_maiden_t.wav,y,98.89,98.95,60.0,,,
Aardema_maiden_t.wav,y,99.08,99.16,80.0,,,7.276
Aardema_maiden_t.wav,a,99.24,99.34,100.0,,,
Aardema_maiden_t.wav,ə,99.43,99.48,50.0,,,
Aardema_maiden_t.wav,a,99.55,99.62,70.0,,,
Aardema_maiden_t.wav,ə,99.7,99.74,40.0,,,
Aardema_maiden_t.wav,a,99.78,99.83,50.0,,,
Aardema_maiden_t.wav,ɔ,99.96,100.01,50.0,,,
Aardema_maiden_t.wav,iː,100.08,100.17,90.0,,,1.266
Aardema_maiden_t.wav,yː,100.24,100.29,50.0,,,
Aardema_maiden_t.wav,ɑː,100.35,100.46,110.0,,,9.208
Aardema_maiden_t.wav,iː,100.57,100.64,70.0,,,
Aardema_maiden_t.wav,iː,100.91,100.96,50.0,,,
Aardema_maiden_t.wav,aɪ,101.03,101.09,60.0,,,
Aardema_maiden_t.wav,ə,101.21,101.26,50.0,,,
Aardema_maiden_t.wav,y,101.32,101.37,50.0,,,
Aardema_maiden_t.wav,a,101.46,101.53,70.0,,,
Aardema_maiden_t.wav,ə,101.66,101.72,60.0,,,
Aardema_maiden_t.wav,iː,102.63,102.71,80.0,,,
Aardema_maiden_t.wav,ɪ,102.71,102.8,90.0,,,1.953
Aardema_maiden_t.wav,ə,102.9,102.94,40.0,,,
Aardema_maiden_t.wav,a,103.06,103.15,90.0,,,14.874
Aardema_maiden_t.wav,iː,103.25,103.38,130.0,,,3.449
Aardema_maiden_t.wav,a,103.54,103.58,40.0,,,
Aardema_maiden_t.wav,ɔ,103.71,103.77,60.0,,,
Aardema_maiden_t.wav,iː,103.84,103.91,70.0,,,
Aardema_maiden_t.wav,oː,103.99,104.07,80.0,,,3.852
Aardema_maiden_t.wav,ə,104.15,104.18,30.0,,,
Aardema_maiden_t.wav,ʊ,104.23,104.28,50.0,,,
Aardema_maiden_t.wav,ə,104.34,104.39,50.0,,,
Aardema_maiden_t.wav,ɪ,104.5,104.55,50.0,,,
Aardema_maiden_t.wav,ə,104.6,104.64,40.0,,,
Aardema_maiden_t.wav,ə,104.71,104.76,50.0,,,
Aardema_maiden_t.wav,ə,104.83,104.88,50.0,,,
Aardema_maiden_t.wav,iː,104.94,105.04,100.0,,,8.34
Aardema_maiden_t.wav,ə,105.14,105.2,60.0,,,
Aardema_maiden_t.wav,ɑː,105.72,105.86,140.0,,,-4.178
Aardema_maiden_t.wav,ə,105.92,105.98,60.0,,,
Aardema_maiden_t.wav,oː,106.05,106.14,90.0,,,3.792
Aardema_maiden_t.wav,ə,106.21,106.24,30.0,,,
Aardema_maiden_t.wav,ɔ,106.28,106.36,80.0,,,4.592
Aardema_maiden_t.wav,ʊ,106.44,106.49,50.0,,,
Aardema_maiden_t.wav,ɑː,106.54,106.6,60.0,,,
Aardema_maiden_t.wav,ɜ,106.65,106.71,60.0,,,
Aardema_maiden_t.wav,ɔ,106.71,106.8,90.0,,,2.43
Aardema_maiden_t.wav,ə,106.86,106.91,50.0,,,
Aardema_maiden_t.wav,a,106.98,107.08,100.0,,,-2.417
Aardema_maiden_t.wav,a,107.22,107.28,60.0,,,
Aardema_maiden_t.wav,ɔ,107.33,107.4,70.0,,,
Aardema_maiden_t.wav,ə,107.47,107.52,50.0,,,
Aardema_maiden_t.wav,ɔ,107.58,107.65,70.0,,,
Aardema_maiden_t.wav,oː,107.71,107.77,60.0,,,
Aardema_maiden_t.wav,oː,107.84,107.91,70.0,,,
Aardema_maiden_t.wav,ə,107.97,108.01,40.0,,,
Aardema_maiden_t.wav,ɛ,108.06,108.15,90.0,,,7.33
Aardema_maiden_t.wav,ə,108.23,108.28,50.0,,,
Aardema_maiden_t.wav,ɛ,108.36,108.44,80.0,,,-3.962
Aardema_maiden_t.wav,ɪ,108.78,108.92,140.0,,,-0.228
Aardema_maiden_t.wav,ə,108.99,109.12,130.0,,,4.343
Aardema_maiden_t.wav,a,109.44,109.5,60.0,,,
Aardema_maiden_t.wav,ɜ,109.55,109.59,40.0,,,
Aardema_maiden_t.wav,ɛ,109.64,109.69,50.0,,,
Aardema_maiden_t.wav,ə,109.79,109.84,50.0,,,
Aardema_maiden_t.wav,ɛ,109.91,109.96,50.0,,,
Aardema_maiden_t.wav,ɪ,110.07,110.13,60.0,,,
Aardema_maiden_t.wav,ɛ,110.19,110.25,60.0,,,
Aardema_maiden_t.wav,yː,110.38,110.46,80.0,,,10.265
Aardema_maiden_t.wav,ɛ,110.54,110.6,60.0,,,
Aardema_maiden_t.wav,ɔ,110.73,110.8,70.0,,,
Aardema_maiden_t.wav,ʊ,110.9,110.95,50.0,,,
Aardema_maiden_t.wav,a,111.01,111.09,80.0,,,-0.755
Aardema_maiden_t.wav,ə,111.16,111.2,40.0,,,
Aardema_maiden_t.wav,a,111.91,111.96,50.0,,,
Aardema_maiden_t.wav,ɔ,112.03,112.14,110.0,,,5.932
Aardema_maiden_t.wav,ɑː,112.38,112.45,70.0,,,
Aardema_maiden_t.wav,ə,112.55,112.58,30.0,,,
Aardema_maiden_t.wav,ɔ,112.76,112.82,60.0,,,
Aardema_maiden_t.wav,ɑː,112.88,112.97,90.0,,,4.22
Aardema_maiden_t.wav,ə,113.05,113.09,40.0,,,
Aardema_maiden_t.wav,ɔ,113.14,113.21,70.0,,,
Aardema_maiden_t.wav,ə,113.27,113.31,40.0,,,
Aardema_maiden_t.wav,ɛ,113.38,113.45,70.0,,,
Aardema_maiden_t.wav,ə,113.51,113.58,70.0,,,
Aardema_maiden_t.wav,ɔ,113.58,113.7,120.0,,,2.89
Aardema_maiden_t.wav,ʊ,113.77,113.81,40.0,,,
Aardema_maiden_t.wav,oː,114.01,114.14,130.0,,,3.749
Aardema_maiden_t.wav,ə,115.04,115.17,130.0,,,-3.819
Aardema_maiden_t.wav,ɪ,115.3,115.36,60.0,,,
Aardema_maiden_t.wav,iː,115.62,115.69,70.0,,,
Aardema_maiden_t.wav,a,115.77,115.84,70.0,,,
Aardema_maiden_t.wav,ʊ,115.99,116.05,60.0,,,
Aardema_maiden_t.wav,ə,116.14,116.2,60.0,,,
Aardema_maiden_t.wav,ə,116.25,116.29,40.0,,,
Aardema_maiden_t.wav,eː,116.34,116.42,80.0,,,10.31
Aardema_maiden_t.wav,yː,116.51,116.57,60.0,,,
Aardema_maiden_t.wav,ɑː,116.64,116.72,80.0,,,4.784
Aardema_maiden_t.wav,ɪ,116.83,116.9,70.0,,,
Aardema_maiden_t.wav,ə,116.97,117.03,60.0,,,
Aardema_maiden_t.wav,a,117.14,117.22,80.0,,,10.073
Aardema_maiden_t.wav,iː,117.31,117.38,70.0,,,
Aardema_maiden_t.wav,oː,117.44,117.5,60.0,,,
Aardema_maiden_t.wav,iː,117.57,117.65,80.0,,,4.559
Aardema_maiden_t.wav,ɪ,117.71,117.75,40.0,,,
Aardema_maiden_t.wav,a,117.86,117.92,60.0,,,
Aardema_maiden_t.wav,ə,118.01,118.07,60.0,,,
Aardema_maiden_t.wav,ʊ,118.14,118.19,50.0,,,
Aardema_maiden_t.wav,iː,118.23,118.28,50.0,,,
Aardema_maiden_t.wav,iː,118.36,118.5,140.0,,,2.776
Aardema_maiden_t.wav,ə,119.8,119.87,70.0,,,
Aardema_maiden_t.wav,ɑː,119.94,120.03,90.0,,,8.494
Aardema_maiden_t.wav,ɛ,120.22,120.31,90.0,,,4.404
Aardema_maiden_t.wav,iː,120.38,120.44,60.0,,,
Aardema_maiden_t.wav,ə,120.49,120.53,40.0,,,
Aardema_maiden_t.wav,iː,120.62,120.72,100.0,,,2.994
Aardema_maiden_t.wav,oː,120.81,120.91,100.0,,,8.189
Aardema_maiden_t.wav,ə,120.97,121.01,40.0,,,
Aardema_maiden_t.wav,ɪ,121.11,121.17,60.0,,,
Aardema_maiden_t.wav,eː,121.25,121.33,80.0,,,-1.845
Aardema_maiden_t.wav,ə,121.39,121.47,80.0,,,7.978
Aardema_maiden_t.wav,eɪ,121.56,121.68,120.0,,,7.304
Aardema_maiden_t.wav,iː,122.38,122.46,80.0,,,0.997
Aardema_maiden_t.wav,oː,122.58,122.67,90.0,,,10.906
Aardema_maiden_t.wav,ə,122.73,122.78,50.0,,,
Aardema_maiden_t.wav,a,122.86,122.91,50.0,,,
Aardema_maiden_t.wav,ɜ,122.95,123.02,70.0,,,
Aardema_maiden_t.wav,ɔ,123.02,123.14,120.0,,,3.202
Aardema_maiden_t.wav,ə,123.21,123.26,50.0,,,
Aardema_maiden_t.wav,ɛ,123.26,123.34,80.0,,,0.681
Aardema_maiden_t.wav,ɪ,123.44,123.53,90.0,,,7.831
